Sta3n|LabChemTestName|LabChemTestSID|Topography|TopographySID|LOINC|Units|Mean|std|Min|Max|Perc_05|Perc_25|Median|Perc_75|Perc_95|Count
534|WBC|1200006076|NECK|1200050248|6690-2||96580.0||96580.0|96580.0|96580.0|96580.0|96580.0|96580.0|96580.0|1
534|WBC|1200006076|BLOOD|1200001014|6690-2|1000/ul|4.8||4.8|4.8|4.8|4.8|4.8|4.8|4.8|1
534|WBC|1200006076|BILE|1200000004|||6000.0||6000.0|6000.0|6000.0|6000.0|6000.0|6000.0|6000.0|1
534|WBC|1200006076|BLOOD|1200001014|6690-2|K/mm3|7.675|14.0987|0.05|14000.0|3.7|5.4|6.8|8.77|14.0|1136984
534|WBC|1200006076|BLOOD|1200001014|6690-2|x10E3/uL|4.9071|0.9778|3.9|7.9|4.095|4.325|4.9|4.975|6.405|14
534|WBC|1200006076|SUBCUTANEOUS TISSUE|1200053129|6690-2||1500.0||1500.0|1500.0|1500.0|1500.0|1500.0|1500.0|1500.0|1
534|WBC|1200006076|RIGHT INGUINAL REGION|1200345453|||60000.0||60000.0|60000.0|60000.0|60000.0|60000.0|60000.0|60000.0|1
534|WBC|1200006076|BLOOD|1200001014|6690-2|X10E9/L|7.1769|3.5819|3.7|16.3|4.06|5.4|5.8|7.1|13.72|13
534|WBC|1200006076|HIP|1200042802|6690-2||440.0||440.0|440.0|440.0|440.0|440.0|440.0|440.0|1
534|WBC|1200006076|BACK|1200049778|6690-2||111.0||111.0|111.0|111.0|111.0|111.0|111.0|111.0|1
534|WBC|1200006076|LEG, MEDIAL SURFACE|1200344825|6690-2||22300.0||22300.0|22300.0|22300.0|22300.0|22300.0|22300.0|22300.0|1
534|WBC|1200006076|SYNOVIAL FLUID|1200001334|26469-7|#/mm3|19740.7566|37028.066|0.0|281000.0|60.0|360.0|4000.0|21980.0|95525.0|534
534|WBC|1200006076|ARM, ANTERIOR SURFACE|1200339926|6690-2||122.0||122.0|122.0|122.0|122.0|122.0|122.0|122.0|1
534|WBC|1200006076|BLOOD|1200001014|6690-2||6.6667|2.8191|4.0|15.0|4.425|4.85|5.9|7.275|12.45|18
534|WBC|1200006076|ANKLE|1200058189|||396800.0||396800.0|396800.0|396800.0|396800.0|396800.0|396800.0|396800.0|1
534|WBC|1200006076|BURSA|1200052964|6690-2||0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|1
534|WBC|1200006076|BLOOD|1200001014||K/mm3|7.6667|2.2288|4.0|10.6|4.48|6.6|8.0|8.7|10.52|9
534|WBC|1200006076|BLOOD|1200001014|6690-2|10x3cumm|7.0||7.0|7.0|7.0|7.0|7.0|7.0|7.0|1
534|WBC|1200006076|BLOOD|1200001014|6690-2|10E9/L|5.85|1.373|3.6|7.6|3.825|4.875|6.2|6.675|7.51|10
534|WBC|1200006076|ABDOMEN|1200044245|||43361.0|21959.9082|27833.0|58889.0|29385.8|35597.0|43361.0|51125.0|57336.2|2
534|WBC|1200006076|LEG|1200343120|6690-2||59500.0||59500.0|59500.0|59500.0|59500.0|59500.0|59500.0|59500.0|1
534|WBC|1200006076|LEFT KNEE|1200073536|||36520.0||36520.0|36520.0|36520.0|36520.0|36520.0|36520.0|36520.0|1
534|WBC|1200006076|PLEURAL FLUID|1200001281|808-6|#/mm3|6545.0752|42066.24|0.0|932000.0|50.0|250.0|700.0|2000.0|14000.0|745
537|WBC|1000017509|BLOOD|1000000583|6690-2|K/cmm|8.3668|26.7924|0.0|16200.0|3.7|5.5|7.2|9.5|15.9|387627
537|WBC|1000017509|BLOOD|1000000583|26464-8|K/uL|6.365|0.9546|5.69|7.04|5.7575|6.0275|6.365|6.7025|6.9725|2
537|WBC|1000017509|BLOOD|1000000583||K/cmm|8.8223|6.1706|0.2|87.9|3.6|5.7|7.8|10.3|17.43|548
537|WESTERGREN*|1000005269|BLOOD|1000000583|4537-7|mm/hr|34.1466|31.6959|0.0|254.0|3.0|10.0|23.0|48.0|104.0|39189
538|WBC|1200015924|PLASMA|1200001138|805-2||6.7375|2.8025|3.5|12.7|3.92|5.45|5.95|7.45|11.125|8
539|WBC|1200016857|BLOOD|1200001016|6690-2||10.5|2.5865|8.2|13.3|8.38|9.1|10.0|11.65|12.97|3
539|WBC|1200016857|SYNOVIAL FLUID|1200001336|26469-7|#/cmm|22371.8473|39668.0363|2.0|281500.0|67.65|486.5|4335.0|26493.75|97725.0|334
540|WBC|1400030272|SYNOVIAL FLUID|1400002112||K/cmm|52275.2871|156646.8406|0.05|470000.0|0.0896|0.625|3.56|7.0|282184.2|9
540|WBC|1400030272|BLOOD|1400001903|6690-2|K/uL|8.0926|6.3141|0.1|410.5|4.2|5.9|7.3|9.1|13.5|278915
540|WBC|1400030272|SYNOVIAL FLUID|1400002112|814-4|#/cmm|17601.8387|61842.7174|0.0|732500.0|22.2|275.0|1785.0|14000.0|49625.0|221
540|WBC|1400030272|RIGHT KNEE|1400010470|||27.3||27.3|27.3|27.3|27.3|27.3|27.3|27.3|1
540|WBC|1400030272|CEREBROSPINAL FLUID|1400002011|10328-3|#/cmm|2.6203|9.9167|0.0|55.0|0.0|0.0|0.0|0.275|9.05|32
540|WBC|1400030272|PERITONEAL FLUID|1400002050|14859-3|K/cmm|1.1806|4.9412|0.0|38.7|0.005|0.2|0.3|0.6|1.895|62
540|WBC|1400030272|LEG|1400217119|6690-2||0.3||0.3|0.3|0.3|0.3|0.3|0.3|0.3|1
540|WBC|1400030272|GLUTEUS MAXIMUS MUSCLE|1400055690|6690-2||3.5||3.5|3.5|3.5|3.5|3.5|3.5|3.5|1
540|WBC|1400030272|PLEURA AND PLEURA, CS|1400077127|6690-2||0.5||0.5|0.5|0.5|0.5|0.5|0.5|0.5|1
540|WBC|1400030272|PLEURAL FLUID|1400002077||K/cmm|14.222|19.3723|0.1|40.0|0.117|0.185|0.625|30.2|38.04|5
540|WBC|1400030272|PLEURAL FLUID|1400002077|14858-5|K/cmm|13.1458|112.6724|0.0|1352.0|0.1|0.3|0.6|2.1|6.825|146
540|WBC|1400030272|ABDOMEN|1400002843|805-2||155.25|166.5236|37.5|273.0|49.275|96.375|155.25|214.125|261.225|2
540|WBC|1400030272|PLEURAL FLUID|1400002077|808-6|K/cmm|16.0432|67.1203|0.02|358.5|0.0718|0.3|0.673|1.875|18.1|46
540|WBC|1400030272|LEFT KNEE|1400020679|6690-2||25.0||25.0|25.0|25.0|25.0|25.0|25.0|25.0|1
540|WBC|1400030272|LUNG|1400002947|805-2||1689.0||1689.0|1689.0|1689.0|1689.0|1689.0|1689.0|1689.0|1
540|WBC|1400030272|PLEURAL CAVITY|1400003075|805-2||124105.5|174506.1754|711.0|247500.0|13050.45|62408.25|124105.5|185802.75|235160.55|2
542|WBC|1400035600|PLEURAL FLUID|1400002078|808-6|#/cmm|160.0||160.0|160.0|160.0|160.0|160.0|160.0|160.0|1
544|WBC|1200006383|BLOOD|1200001018||K/cmm|8.1934|10.2415|0.1|370.6|2.3|4.9|6.9|9.4|16.2|2192
544|WBC|1200006383|PLASMA|1200001141|6690-2||6.1559|1.8846|2.9|11.9|3.39|4.95|6.1|7.1|9.38|59
544|ZZFree T4 (INACTIVE)|1200066111|SERUM|1200001100|3024-7|ng/dl|0.9626|0.2606|0.04|6.46|0.65|0.83|0.94|1.06|1.31|23374
546|WBC|1200006695|PERICARDIAL FLUID|1200002033|26466-3|#/cmm|3493.8|4248.6844|70.0|12222.0|97.0|286.5|1675.0|5625.0|10682.1|10
546|WBC|1200006695|PLEURAL FLUID|1200001286|808-6|#/cmm|5839.0154|36522.6961|0.0|767500.0|24.45|113.0|400.0|1384.75|12247.75|1370
546|WBC|1200006695|BRONCHIAL WASHING|1200000089|26466-3|#/cmm|5295.2421|15239.9979|0.0|92500.0|23.7|136.5|550.0|2000.0|37400.0|95
548|WBC|1200007666|BLOOD|1200001020|6690-2||11.47||11.47|11.47|11.47|11.47|11.47|11.47|11.47|1
548|WBC|1200007666|PLASMA|1200001143|26466-3||7.6|1.0583|6.8|8.8|6.84|7.0|7.2|8.0|8.64|3
549|WBC|1000027977|GALLBLADDER|1000000480|6690-2||10.55||10.55|10.55|10.55|10.55|10.55|10.55|10.55|1
549|WBC|1000027977|PLEURAL FLUID|1000000776|808-6|/cu mm|5115.2315|33204.0677|0.0|946000.0|56.25|320.5|916.0|2307.5|15142.5|1246
549|WBC|1000027977|EPIDURAL SPACE|1000167501|6690-2||60.0||60.0|60.0|60.0|60.0|60.0|60.0|60.0|1
549|WBC|1000027977|LEG|1000228383|6690-2||396.0||396.0|396.0|396.0|396.0|396.0|396.0|396.0|1
549|WBC|1000027977|BRONCHIAL WASHING CYTOLOGIC MATERIAL|1000000049|6690-2||550.0||550.0|550.0|550.0|550.0|550.0|550.0|550.0|1
549|WBC|1000027977|PLASMA|1000000670|6690-2|K/cu mm|9.326|4.5598|3.64|24.27|4.662|6.46|8.08|10.99|18.884|65
549|WBC|1000027977|CEREBROSPINAL FLUID|1000000699|806-0|/cu mm|136.7146|3702.7958|0.0|194810.0|0.0|0.0|2.0|6.0|110.0|2894
549|WBC|1000027977|PLASMA+SERUM|1000001150|6690-2||4.725|2.2274|3.15|6.3|3.3075|3.9375|4.725|5.5125|6.1425|2
549|WBC|1000027977|LEFT KNEE|1000016101|6690-2||45800.0||45800.0|45800.0|45800.0|45800.0|45800.0|45800.0|45800.0|1
549|WBC|1000027977|BUTTOCK|1000226902|6690-2||630000.0||630000.0|630000.0|630000.0|630000.0|630000.0|630000.0|630000.0|1
549|WBC|1000027977|LEFT THIGH|1000227420|6690-2||50.0||50.0|50.0|50.0|50.0|50.0|50.0|50.0|1
549|WBC|1000027977|BLOOD|1000000584|6690-2||7.6235|3.2491|1.27|24.97|3.747|5.4025|7.22|9.1175|13.0675|158
549|WBC|1000027977|BLOOD|1000000584||K/cu mm|10.3447|11.3006|0.23|330.62|4.33|6.45|8.8|11.895|19.089|2259
549|WBC|1000027977|PLASMA|1000000670|6690-2|K/uL|7.3258|2.0679|4.23|10.99|4.307|6.1375|7.255|8.5425|10.2915|12
549|WBC|1000027977|PLEURAL FLUID|1000000776|807-8|/cu mm|3080.0||3080.0|3080.0|3080.0|3080.0|3080.0|3080.0|3080.0|1
549|WBC|1000027977|BRONCHIAL WASHING  |1000001015|14810-6|/cu mm|1940.0764|6004.4838|0.0|61700.0|37.2|182.75|425.0|1281.25|6253.0|144
549|WBC|1000027977|PERICARDIAL FLUID|1000001319|14811-4|/cu mm|4358.3597|8036.7666|24.0|57000.0|129.85|879.25|2262.5|5314.0|11841.5|72
549|WBC|1000027977|LUNG|1000001416|6690-2||1049.0|1373.2014|78.0|2020.0|175.1|563.5|1049.0|1534.5|1922.9|2
549|WBC|1000027977|LIVER|1000001747|6690-2||2500.0||2500.0|2500.0|2500.0|2500.0|2500.0|2500.0|2500.0|1
549|WBC|1000027977|ABDOMEN|1000006850|6690-2||795.34|1709.1586|0.0|4280.0|1.26|37.03|136.5|195.5|3263.5|6
549|WBC|1000027977|GLUTEAL SULCUS|1000227825|6690-2||1800.0||1800.0|1800.0|1800.0|1800.0|1800.0|1800.0|1800.0|1
549|WBC|1000027977|LUNG AND PLEURA, CS|1000000311|6690-2||731.6667|660.656|154.0|1452.0|197.5|371.5|589.0|1020.5|1365.7|3
549|WBC|1000027977|URINE|1000000612|6690-2||7.09|3.8342|2.58|15.92|2.694|4.79|5.99|8.4|13.748|13
549|WBC|1000027977|SERUM|1000000641|6690-2||7.0949|2.7902|1.0|15.96|3.176|5.42|6.85|8.82|10.78|37
549|WBC|1000027977|PLASMA|1000000670|||5.23||5.23|5.23|5.23|5.23|5.23|5.23|5.23|1
549|WBC|1000027977|PERITONEAL FLUID|1000000747|810-2|/cu mm|1475.3089|13327.3315|0.0|501000.0|15.0|88.0|196.0|484.5|3760.0|2051
549|WBC|1000027977|BILIARY TRACT|1000114375|6690-2||33.0||33.0|33.0|33.0|33.0|33.0|33.0|33.0|1
549|WESTERGREN|1000063352|BLOOD|1000000584||MM/HR|32.8636|31.0047|1.0|120.0|1.0|8.0|21.0|51.0|93.25|88
550|WBC|1200002323|KNEE|1200002640|6690-2||4840.0||4840.0|4840.0|4840.0|4840.0|4840.0|4840.0|4840.0|1
550|WBC|1200002323|SYNOVIAL FLUID|1200001341|814-4|#/cmm|13510.5912|22653.2587|2.8|105050.0|32.89|558.525|5637.5|13117.5|57031.0|34
550|WBC|1200002323|CEREBROSPINAL FLUID|1200001185|806-0|#/cmm|68.3787|280.6447|0.0|1841.0|0.0|0.0|1.1|5.8|279.41|47
550|WBC|1200002323|PLEURAL CANAL AND PLEURAL FOLD|1200173566|6690-2||2640.0||2640.0|2640.0|2640.0|2640.0|2640.0|2640.0|2640.0|1
550|WBC|1200002323|SYNOVIAL CYTOLOGIC MATERIAL|1200054137|6690-2||42.0||42.0|42.0|42.0|42.0|42.0|42.0|42.0|1
550|WBC|1200002323|PERITONEAL FLUID|1200001247|810-2|#/cmm|797.2547|5653.903|3.3|82000.0|16.06|37.4|80.3|179.3|1196.8|247
550|WBC|1200002323|JOINT|1200002775|6690-2||4700.0||4700.0|4700.0|4700.0|4700.0|4700.0|4700.0|4700.0|1
550|WBC|1200002323|SYNOVIAL JOINT|1200027507|6690-2||5665.0||5665.0|5665.0|5665.0|5665.0|5665.0|5665.0|5665.0|1
550|WBC|1200002323|PERITONEAL CAVITY|1200002783|6690-2||56.95|9.6874|50.1|63.8|50.785|53.525|56.95|60.375|63.115|2
550|WBC|1200002323|ELBOW|1200002792|6690-2||4692.5|6091.7249|385.0|9000.0|815.75|2538.75|4692.5|6846.25|8569.25|2
550|WBC|1200002323|KNEE JOINT|1200032582|6690-2||4092.0429|10492.436|27.0|27885.0|28.8|54.0|78.1|273.1|19635.0|7
550|WBC|1200002323|BLOOD|1200001021|6690-2|x10 3|8.0012|4.6203|0.0|742.0|4.2|5.9|7.3|9.1|13.8|445199
550|WBC|1200002323|ABDOMEN|1200002551|6690-2||193.06|106.636|29.2|299.2|53.62|151.3|224.4|261.2|291.6|5
550|WBC|1200002323|BLOOD|1200001021||x10 3|8.9462|5.7798|1.8|29.6|3.6|5.825|6.75|11.325|18.025|26
550|WBC|1200002323|PLEURAL FLUID|1200001288|808-6|#/cmm|3985.7815|15835.9132|1.6|138000.0|16.225|156.075|517.65|1691.5|13944.5|130
550|WBC|1200002323|PERICARDIAL FLUID|1200002035|6690-2||37.4||37.4|37.4|37.4|37.4|37.4|37.4|37.4|1
550|WBC|1200002323|ABDOMEN, PERITONEUM AND RETROPERITONEUM|1200260647|6690-2||98.95|66.7843|44.0|189.0|45.32|50.6|81.4|129.75|177.15|4
550|ZZALBUMIN (DC'D)|1200030333|BLOOD|1200001021|1747-5||3.9714|0.243|3.7|4.3|3.7|3.75|4.0|4.15|4.27|7
553|WBC|1200030702|BLOOD|1200001023|6690-2|thou/cumm|8.0156|6.9685|0.0|474.5|3.8|5.6|7.1|9.1|14.4|713635
553|WBC|1200030702|ZZSERUM, EDTA BLOOD AND URINE|1200272803||thou/cumm|6.769|2.1456|2.7|18.2|3.8|5.375|6.55|8.1|10.495|248
554|WBC|800023136|UNKNOWN|800001590||cells/uL|233.0||233.0|233.0|233.0|233.0|233.0|233.0|233.0|1
554|WBC|800023136|HIP|800021361|||1100.0||1100.0|1100.0|1100.0|1100.0|1100.0|1100.0|1100.0|1
554|WBC|800023136|PERITONEAL FLUID|800000873|810-2|cells/uL|137.5|53.033|100.0|175.0|103.75|118.75|137.5|156.25|171.25|2
554|WBC|800023136|OLECRANON|800061012|6690-2||350.0||350.0|350.0|350.0|350.0|350.0|350.0|350.0|1
554|WBC|800023136|BLOOD|800000691|15190-2|x1000/uL|10.2||10.2|10.2|10.2|10.2|10.2|10.2|10.2|1
554|WBC|800023136|ELBOW|800026899|||22700.0||22700.0|22700.0|22700.0|22700.0|22700.0|22700.0|22700.0|1
554|WBC|800023136|LEFT KNEE|800045298|||83300.0||83300.0|83300.0|83300.0|83300.0|83300.0|83300.0|83300.0|1
554|WBC|800023136|BLOOD|800000691|6690-2|x1000/uL|7.9656|21.251|0.021|22970.0|3.76|5.6|7.1|9.01|14.0|1269940
554|WBC|800023136|PERITONEAL FLUID|800000873|6690-2|WBC/uL|889.0||889.0|889.0|889.0|889.0|889.0|889.0|889.0|1
554|WBC|800023136|PLEURAL FLUID|800000905|807-8|WBC/uL|4809.062|20828.382|0.0|264600.0|85.0|333.5|975.0|2373.5|13360.0|563
554|WBC|800023136|CSF |800000824|806-0|WBC/uL|617.6675|10281.3597|0.0|279000.0|0.0|0.0|2.0|7.0|400.0|1050
554|WBC|800023136|BLOOD|800000691|6690-2||8.59|4.6479|1.8|17.0|2.7|6.725|7.4|10.225|16.055|10
554|WBC|800023136|KNEE|800028967|6690-2||2228.0|2606.3956|385.0|4071.0|569.3|1306.5|2228.0|3149.5|3886.7|2
554|WBC|800023136|PERITONEAL FLUID|800000873|810-2|WBC/uL|1391.8454|12649.7126|0.0|297600.0|21.0|87.0|240.5|458.25|2762.5|1276
556|WBC|1000015989|PLEURAL FLUID|1000000777||/cmm|2866.3505|9148.5369|0.0|65150.0|19.9|151.5|455.0|1599.0|6160.7|107
556|WBC|1000015989|PERICARDIAL FLUID|1000001320|||1309.0|439.8204|998.0|1620.0|1029.1|1153.5|1309.0|1464.5|1588.9|2
556|WBC|1000015989|SYNOVIAL FLUID|1000000811||#/uL|76148.7333|149955.0795|23.0|490000.0|59.4|1844.0|4400.0|47070.0|409500.0|15
556|WBC|1000015989|CSF|1000000700||#/uL|4.2|5.3707|0.0|16.0|0.0|0.0|2.0|7.25|12.85|10
556|WBC|1000015989|PERITONEAL FLUID|1000000748||/cmm|508.9268|1697.2285|2.0|15300.0|8.7|35.0|77.5|201.5|2120.65|138
556|WBC|1000015989|BRONCHUS|1000058796|||706.8333|1478.653|2.5|3720.0|11.25|52.125|115.5|221.25|2852.5|6
557|WBC|1200007753|BLOOD & URINE|1200001602|6690-2||7.5|1.3565|6.1|9.3|6.22|6.5|6.7|8.7|9.24|7
557|WBC|1200007753|BLOOD|1200001024|26464-8|K/cmm|8.7871|305.0156|0.0|98000.0|4.0|5.7|7.1|8.9|13.5|103294
557|WBC|1200007753|FECES|1200000147|||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3
557|WBC|1200007753|BLOOD|1200001024|6690-2||6.2|1.4731|4.5|7.1|4.75|5.75|7.0|7.05|7.09|3
557|WBC|1200007753|SYNOVIAL FLUID|1200001344|||5813.1|11201.6175|0.0|27900.0|0.76|65.0|340.0|459.0|25940.0|9
557|WBC|1200007753|BLOOD|1200001024|6690-2|K/cmm|7.3566|3.667|0.1|306.2|4.0|5.5|6.8|8.5|12.1|428836
558|% IMMATURE GRANS (WAM)|1200110049|PLASMA|1200001148|||0.2||0.2|0.2|0.2|0.2|0.2|0.2|0.2|1
558|WBC|1200008060|BLOOD|1200001025|6690-2|10E3/UL|6.1909|1.5719|3.8|8.9|3.85|5.15|6.6|7.1|8.15|11
558|WBC|1200008060|SERUM|1200001107|26466-3||4.4||4.4|4.4|4.4|4.4|4.4|4.4|4.4|1
558|WBC|1200008060|SERUM|1200001107|13524-4||5.32|2.2273|3.95|7.89|3.967|4.035|4.12|6.005|7.513|3
558|WBC|1200008060|BLOOD|1200001025||K/cmm|9.1382|9.6027|0.29|102.9|2.09|4.88|7.1|10.33|20.95|821
558|WBC|1200008060|BLOOD|1200001025|6690-2|x10E3/uL|7.0835|2.1026|3.5|14.9|4.325|5.7|6.8|8.375|10.725|206
558|WBC|1200008060|BLOOD|1200001025|6690-2|k/uL|8.1214|4.0509|2.6|19.7|3.535|6.1|7.05|8.85|18.7|42
558|WBC|1200008060|PLASMA|1200001148|13524-4||9.68||9.68|9.68|9.68|9.68|9.68|9.68|9.68|1
561|WBC|1400050424|BURSA|1400019632|||569.45|472.2268|62.5|1140.0|74.875|137.5|412.0|1082.25|1133.25|10
561|WBC|1400050424|RIGHT PLEURAL FLUID|1400097749|||2875.0||2875.0|2875.0|2875.0|2875.0|2875.0|2875.0|2875.0|1
562|WBC|1400060047|BLOOD|1400001906||thou/ul|8.0824|5.6587|0.4|162.1|3.9|5.7|7.0|9.0|14.9|10768
562|WBC|1400060047|PLEURAL FLUID|1400002080|808-6||2838.0|4987.3424|450.0|13000.0|482.0|613.5|860.0|1210.0|10070.0|6
562|WBC|1400060047|SYNOVIAL FLUID|1400002115|26469-7|#/cmm|12315.5424|17653.1139|0.0|65000.0|50.9|338.0|3369.0|16175.0|48625.0|59
562|WBC|1400060047|PERITONEAL FLUID|1400002053|810-2|#/cmm|1347.9328|5239.3764|0.0|51000.0|32.35|90.0|249.5|527.0|4677.5|128
568|WBC|1000083221|BLOOD|1000000586||K/cmm|7.5571|2.8135|1.5|12.2|2.875|5.65|7.6|9.45|11.49|28
568|WBC|1000083221|CEREBROSPINAL FLUID|1000000702|806-0||10.0||10.0|10.0|10.0|10.0|10.0|10.0|10.0|1
568|WBC|1000083221|CEREBROSPINAL FLUID|1000000702|806-0|K/CMM|10.2||10.2|10.2|10.2|10.2|10.2|10.2|10.2|1
568|WBC|1000083221|SYNOVIAL FLUID|1000000813|814-4|#/cmm|13160.7608|28954.3737|0.0|231000.0|8.04|281.0|1778.0|13222.5|60952.5|142
568|WBC|1000083221|BLOOD|1000000586|6690-2||8.7393|2.0563|5.3|13.7|5.85|7.3|9.2|9.75|12.41|27
568|WBC|1000083221|ANKLE, LEFT|1000007526|26466-3||308000.0||308000.0|308000.0|308000.0|308000.0|308000.0|308000.0|308000.0|1
568|WBC|1000083221|URINE|1000000615|26466-3||7.0|0.9899|6.3|7.7|6.37|6.65|7.0|7.35|7.63|2
568|WBC|1000083221|PLEURAL FLUID|1000000779|808-6|#/cmm|2285.1721|8604.6129|0.0|100000.0|3.42|200.0|735.0|1650.0|5556.0|189
568|WBC-PIERRE|1000089035|BLOOD|1000000586|6690-2|$|6.3||6.3|6.3|6.3|6.3|6.3|6.3|6.3|1
570|WBC|800032031|BLOOD|800000692|6690-2|X10E9/L|5.3|1.2145|4.0|7.1|4.14|4.7|4.8|5.9|6.86|5
570|WBC|800032031|PLASMA|800000792|6690-2||10.1875|5.853|3.6|27.5|4.875|6.4|8.25|12.575|19.4|16
570|WBC|800032031|BLOOD|800000692|6690-2||5.0|0.1414|4.9|5.1|4.91|4.95|5.0|5.05|5.09|2
570|WBC|800032031|BLOOD|800000692|6690-2|K/cmm|8.4612|6.6482|0.1|426.1|4.0|5.9|7.4|9.5|15.2|675408
570|WBC|800032031|BLOOD|800000692|6690-2|10*3/uL|8.5589|4.7752|0.5|86.9|4.2|6.1|7.6|9.8|15.4|15784
570|WBC|800032031|BLOOD|800000692|6690-2|x 10E9/L|5.8692|1.8846|0.9|17.8|3.2|4.6|5.7|6.9|9.1|819
570|WBC/HPF|800244336|URINE|800000725|13945-1|/HPF|10.7548|26.3166|0.0|182.0|0.0|1.0|2.0|5.0|63.1|5179
573|WBC|1200010421|PERITONEAL FLUID|1200001253|26468-9|#/cmm|1936.7387|26388.4611|0.0|822104.0|40.0|109.0|192.0|400.0|2622.5|2958
573|WBC|1200010421|PLASMA|1200001150|26466-3||8.89||8.89|8.89|8.89|8.89|8.89|8.89|8.89|1
575|WBC|800022470|BLOOD|800000693|13349-6|1000/ul|7.8394|5.7764|0.2|298.0|4.2|5.76|7.0|8.7|13.1|84275
575|WBC|800022470|BLOOD|800000693|26464-8|10*3/uL|7.9961|7.3676|0.94|208.32|4.209|5.77|7.07|8.74|13.08|9819
575|WBC|800022470|BLOOD|800000693|6690-2|K/mm3|9.8714|3.5578|4.0|20.9|5.57|7.2|9.1|12.575|14.265|28
575|WBC|800022470|BLOOD|800000693|26464-8|K/UL|7.7429|2.0468|3.5|9.7|4.67|7.6|8.1|8.85|9.61|7
578|WBC|1000027438|BLOOD|1000000587|26464-8|thous./mm3|8.3868|7.0198|0.02|786.0|3.75|5.66|7.26|9.57|16.0|436423
578|WBC|1000027438|BLOOD|1000000587|6690-2|thous./mm3|8.0723|5.9133|0.0|576.0|3.74|5.61|7.11|9.2|14.9|494644
578|WBC (FOR ANC CALC.)|1000068132|BLOOD|1000000587||thous./mm3|10.9234|16.1796|0.477|106.0|1.23|2.835|5.89|11.9|34.93|67
580|WBC|1000052695|PERICARDIAL FLUID|1000001324|26466-3||2075.0|2090.319|100.0|4500.0|172.0|460.0|1850.0|3465.0|4293.0|4
580|WBC|1000052695|PATELLA|1000011114|26466-3||125.0||125.0|125.0|125.0|125.0|125.0|125.0|125.0|1
580|WBC|1000052695|PLEURAL CAVITY|1000016477|26466-3||3102.0|5227.2716|0.0|12000.0|24.5|84.25|403.5|3337.5|11685.0|8
580|WBC|1000052695|SHOULDER|1000235257|26466-3||10000.0||10000.0|10000.0|10000.0|10000.0|10000.0|10000.0|10000.0|1
580|WBC|1000052695|PLASMA|1000000675|6690-2||6.5462|1.6897|4.2|10.8|4.355|5.3|6.1|7.4|10.38|52
580|WBC|1000052695|CEREBROSPINAL FLUID|1000000704||#/cmm|228.0||228.0|228.0|228.0|228.0|228.0|228.0|228.0|1
580|WBC|1000052695|ARTERIAL BLOOD|1000000884|6690-2||7.0||7.0|7.0|7.0|7.0|7.0|7.0|7.0|1
580|WBC|1000052695|URINE:  TIMED|1000001040|26466-3||9.5||9.5|9.5|9.5|9.5|9.5|9.5|9.5|1
580|WBC|1000052695|HAND|1000010524|6690-2||8.1857|3.13|4.4|16.7|4.465|6.575|8.2|9.15|12.475|14
580|WBC|1000052695|BODY AS A WHOLE|1000010662|6690-2||6.2||6.2|6.2|6.2|6.2|6.2|6.2|6.2|1
580|WBC|1000052695|THORAX|1000011483|26466-3||6305.1818|10290.6039|138.0|33400.0|183.5|945.0|2700.0|4025.0|25700.0|11
580|WBC|1000052695|VEIN|1000013772|6690-2||10.5||10.5|10.5|10.5|10.5|10.5|10.5|10.5|1
580|WBC|1000052695|RIGHT ELBOW|1000015466|26466-3||410.0|332.3402|175.0|645.0|198.5|292.5|410.0|527.5|621.5|2
580|WBC|1000052695|RIGHT KNEE|1000036684|26469-7|#/cmm|57746.4545|145663.1919|113.0|495000.0|148.0|4120.0|11000.0|27925.0|268375.0|11
580|WBC|1000052695|FINGER, DORSAL SURFACE|1000236220|6690-2||5.3||5.3|5.3|5.3|5.3|5.3|5.3|5.3|1
580|WBC|1000052695|SPUTUM|1000000376|6690-2||6.4|2.6969|3.0|9.6|3.525|5.625|6.5|7.275|9.135|4
580|WBC|1000052695|PERITONEAL FLUID|1000000752|810-2|#/cmm|735.0417|1445.1458|13.0|6240.0|32.125|106.5|181.0|281.25|4206.25|60
580|WBC|1000052695|HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEM|1000017707|26466-3||8.9||8.9|8.9|8.9|8.9|8.9|8.9|8.9|1
580|WBC|1000052695|THUMB|1000230650|6690-2||6.6267|1.5434|4.6|9.7|4.74|5.25|6.7|7.9|8.79|15
580|WBC|1000052695|FACE|1000231935|6690-2||4.95|1.0607|4.2|5.7|4.275|4.575|4.95|5.325|5.625|2
580|WBC|1000052695|THIGH|1000233440|26466-3||65341.6667|100433.2811|150.0|181000.0|1622.5|7512.5|14875.0|97937.5|164387.5|3
580|WBC|1000052695|URINE|1000000617|6690-2||8.7||8.7|8.7|8.7|8.7|8.7|8.7|8.7|1
580|WBC|1000052695|SERUM|1000000646|||4.7667|1.3429|3.8|6.3|3.84|4.0|4.2|5.25|6.09|3
580|WBC|1000052695|PLEURAL FLUID|1000000781|808-6|#/cmm|13229.7714|56563.6303|15.0|386000.0|47.5|124.75|345.0|1018.75|65292.5|70
